u1_3_connect_a,CLK_OBS_EN_3,!!!CHECK, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[0.875V;0.9V;1.2V;1.8V;GND],
u1_3_connect_a,FPGA_SNDN_1P8_MS<0>,!!!GOOD, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[1.8V;GND],
u1_3_connect_a,FPGA_SNDN_1P8_MS<1>,!!!GOOD, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[1.8V;GND],
u1_3_connect_a,FPGA_SNDN_GPIO10,!!!CHECK, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[0.875V;0.9V;1.2V;1.8V;GND],
u1_3_connect_a,FPGA_SNDN_GPIO11,!!!CHECK, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[0.875V;0.9V;1.2V;1.8V;GND],
u1_3_connect_a,FPGA_SNDN_GPIO12,!!!CHECK, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[0.875V;0.9V;1.2V;1.8V;GND],
u1_3_connect_a,FPGA_SNDN_GPIO13,!!!CHECK, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[0.875V;0.9V;1.2V;1.8V;GND],
u1_3_connect_a,FPGA_SNDN_GPIO14,!!!CHECK, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[0.875V;0.9V;1.2V;1.8V;GND],
u1_3_connect_a,FPGA_SNDN_GPIO15,!!!CHECK, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[0.875V;0.9V;1.2V;1.8V;GND],
u1_3_connect_a,FPGA_SNDN_GPIO16,!!!CHECK, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[0.875V;0.9V;1.2V;1.8V;GND],
u1_3_connect_a,FPGA_SNDN_GPIO17,!!!CHECK, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[0.875V;0.9V;1.2V;1.8V;GND],
u1_3_connect_a,FPGA_SNDN_GPIO18,!!!CHECK, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[0.875V;0.9V;1.2V;1.8V;GND],
u1_3_connect_a,FPGA_SNDN_GPIO19,!!!CHECK, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[0.875V;0.9V;1.2V;1.8V;GND],
u1_3_connect_a,FPGA_SNDN_GPIO20,!!!CHECK, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[0.875V;0.9V;1.2V;1.8V;GND],
u1_3_connect_a,FPGA_SNDN_GPIO21,!!!CHECK, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[0.875V;0.9V;1.2V;1.8V;GND],
u1_3_connect_a,FPGA_SNDN_GPIO5,!!!CHECK, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[0.875V;0.9V;1.2V;1.8V;GND],
u1_3_connect_a,FPGA_SNDN_GPIO6,!!!CHECK, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[0.875V;0.9V;1.2V;1.8V;GND],
u1_3_connect_a,FPGA_SNDN_GPIO7,!!!CHECK, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[0.875V;0.9V;1.2V;1.8V;GND],
u1_3_connect_a,FPGA_SNDN_GPIO8,!!!CHECK, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[0.875V;0.9V;1.2V;1.8V;GND],
u1_3_connect_a,FPGA_SNDN_GPIO9,!!!CHECK, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[0.875V;0.9V;1.2V;1.8V;GND],
u1_3_connect_a,FPGA_SNDN_HW_I2C_SCL,!!!CHECK, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[0.875V;0.9V;1.2V;1.8V;GND],
u1_3_connect_a,FPGA_SNDN_HW_I2C_SDA,!!!GOOD, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[1.8V;GND],
u1_3_connect_a,JTAG_CABLE_PRSNT_L,!!!GOOD, LVT[dh=3;dl=0.1;rh=1.8;rl=1],[3.3V;GND],
u1_3_connect_a,JTAG_TDI_HDR_CPLD1_3V3,!!!GOOD, LVT[dh=3;dl=0.1;rh=1.8;rl=1],[3.3V;GND],
u1_3_connect_a,JTAG_TDO_HDR_3V3,!!!GOOD, LVT[dh=3;dl=0.1;rh=1.8;rl=1],[3.3V;GND],
u1_3_connect_a,JTAG_TMS_HDR_3V3,!!!GOOD, LVT[dh=3;dl=0.1;rh=1.8;rl=1],[3.3V;GND],
u1_3_connect_a,JTAG_TRST_L_HDR_3V3,!!!GOOD, LVT[dh=3;dl=0.1;rh=1.8;rl=1],[3.3V;GND],
u1_3_connect_a,PLL_OBS_EN_3,!!!CHECK, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[0.875V;0.9V;1.2V;1.8V;GND],
u1_3_connect_a,SNDN_CORE_FREQ_SEL_0,!!!GOOD, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[1.8V;GND],
u1_3_connect_a,SNDN_CORE_FREQ_SEL_1,!!!GOOD, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[1.8V;GND],
u1_3_connect_a,SNDN_CORE_PLL_BYP,!!!CHECK, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[0.875V;0.9V;1.2V;1.8V;GND],
u1_3_connect_a,SNDN_CORE_PLL_RST_L,!!!GOOD, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[1.8V;GND],
u1_3_connect_a,SNDN_CORE_RESET_L,!!!GOOD, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[1.8V;GND],
u1_3_connect_a,SNDN_CPU2JTAG_EN,!!!GOOD, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[1.8V;GND],
u1_3_connect_a,SNDN_EXTLOOP_EN,!!!CHECK, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[0.875V;0.9V;1.2V;1.8V;GND],
u1_3_connect_a,SNDN_JTAG2CPU_EN,!!!GOOD, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[1.8V;GND],
u1_3_connect_a,SNDN_PCIE_CORE_RST_L,!!!GOOD, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[1.8V;GND],
u1_3_connect_a,SNDN_PCIE_PE_RST_L,!!!GOOD, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[1.8V;GND],
u1_3_connect_a,SNDN_PCIE_PLL_BYP,!!!CHECK, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[0.875V;0.9V;1.2V;1.8V;GND],
u1_3_connect_a,SNDN_PCIE_PLL_RST_L,!!!GOOD, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[1.8V;GND],
u1_3_connect_a,SNDN_USR_DRV_EN,!!!CHECK, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[0.875V;0.9V;1.2V;1.8V;GND],
u1_3_connect_a,SRT_JTAG_TCK_HDR_3V3,!!!CHECK, LVT[dh=3;dl=0.1;rh=1.8;rl=1],[???;GND],
u1_3_connect_a,TEST_ENABLE_3,!!!CHECK, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[0.875V;0.9V;1.2V;1.8V;GND],
u1_3_connect_b,FPGA_SNDN_1P8_MS<0>,!!!GOOD, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[1.8V;GND],
u1_3_connect_b,FPGA_SNDN_1P8_MS<1>,!!!GOOD, LVT_1V8[dh=1.8;dl=0;rh=1.2;rl=1],[1.8V;GND],
u1_3_connect_b,JTAG_CABLE_PRSNT_L,!!!GOOD, LVT[dh=3;dl=0.1;rh=1.8;rl=1],[3.3V;GND],
